legacy_role_id,role_name,legacy_permission_id,permission_key,proposed_role_key,grant_evidence
1,sadmin,233,read_invoice_money_receipts,sadmin,CONFIRMED: permission_role INSERT
108,Agency,233,read_invoice_money_receipts,agency,CONFIRMED: permission_role INSERT
1,sadmin,234,edit_invoice_money_receipts,sadmin,CONFIRMED: permission_role INSERT
106,owner,234,edit_invoice_money_receipts,owner,CONFIRMED: permission_role INSERT
108,Agency,234,edit_invoice_money_receipts,agency,CONFIRMED: permission_role INSERT
1,sadmin,235,add_invoice_money_receipts,sadmin,CONFIRMED: permission_role INSERT
106,owner,235,add_invoice_money_receipts,owner,CONFIRMED: permission_role INSERT
108,Agency,235,add_invoice_money_receipts,agency,CONFIRMED: permission_role INSERT
1,sadmin,236,delete_invoice_money_receipts,sadmin,CONFIRMED: permission_role INSERT
106,owner,236,delete_invoice_money_receipts,owner,CONFIRMED: permission_role INSERT
1,sadmin,237,browse_document_types,sadmin,CONFIRMED: permission_role INSERT
104,Employee,237,browse_document_types,employee,CONFIRMED: permission_role INSERT
106,owner,237,browse_document_types,owner,CONFIRMED: permission_role INSERT
1,sadmin,238,read_document_types,sadmin,CONFIRMED: permission_role INSERT
104,Employee,238,read_document_types,employee,CONFIRMED: permission_role INSERT
106,owner,238,read_document_types,owner,CONFIRMED: permission_role INSERT
1,sadmin,239,edit_document_types,sadmin,CONFIRMED: permission_role INSERT
104,Employee,239,edit_document_types,employee,CONFIRMED: permission_role INSERT
106,owner,239,edit_document_types,owner,CONFIRMED: permission_role INSERT
1,sadmin,240,add_document_types,sadmin,CONFIRMED: permission_role INSERT
104,Employee,240,add_document_types,employee,CONFIRMED: permission_role INSERT
106,owner,240,add_document_types,owner,CONFIRMED: permission_role INSERT
1,sadmin,241,delete_document_types,sadmin,CONFIRMED: permission_role INSERT
104,Employee,241,delete_document_types,employee,CONFIRMED: permission_role INSERT
106,owner,241,delete_document_types,owner,CONFIRMED: permission_role INSERT
1,sadmin,242,browse_selected_candidates,sadmin,CONFIRMED: permission_role INSERT
104,Employee,242,browse_selected_candidates,employee,CONFIRMED: permission_role INSERT
106,owner,242,browse_selected_candidates,owner,CONFIRMED: permission_role INSERT
1,sadmin,243,read_selected_candidates,sadmin,CONFIRMED: permission_role INSERT
104,Employee,243,read_selected_candidates,employee,CONFIRMED: permission_role INSERT
1,sadmin,244,edit_selected_candidates,sadmin,CONFIRMED: permission_role INSERT
104,Employee,244,edit_selected_candidates,employee,CONFIRMED: permission_role INSERT
106,owner,244,edit_selected_candidates,owner,CONFIRMED: permission_role INSERT
1,sadmin,245,add_selected_candidates,sadmin,CONFIRMED: permission_role INSERT
104,Employee,245,add_selected_candidates,employee,CONFIRMED: permission_role INSERT
106,owner,245,add_selected_candidates,owner,CONFIRMED: permission_role INSERT
1,sadmin,246,delete_selected_candidates,sadmin,CONFIRMED: permission_role INSERT
104,Employee,246,delete_selected_candidates,employee,CONFIRMED: permission_role INSERT
106,owner,246,delete_selected_candidates,owner,CONFIRMED: permission_role INSERT
1,sadmin,247,browse_positions,sadmin,CONFIRMED: permission_role INSERT
104,Employee,247,browse_positions,employee,CONFIRMED: permission_role INSERT
106,owner,247,browse_positions,owner,CONFIRMED: permission_role INSERT
1,sadmin,248,read_positions,sadmin,CONFIRMED: permission_role INSERT
104,Employee,248,read_positions,employee,CONFIRMED: permission_role INSERT
1,sadmin,249,edit_positions,sadmin,CONFIRMED: permission_role INSERT
104,Employee,249,edit_positions,employee,CONFIRMED: permission_role INSERT
106,owner,249,edit_positions,owner,CONFIRMED: permission_role INSERT
1,sadmin,250,add_positions,sadmin,CONFIRMED: permission_role INSERT
104,Employee,250,add_positions,employee,CONFIRMED: permission_role INSERT
106,owner,250,add_positions,owner,CONFIRMED: permission_role INSERT
1,sadmin,251,delete_positions,sadmin,CONFIRMED: permission_role INSERT
104,Employee,251,delete_positions,employee,CONFIRMED: permission_role INSERT
1,sadmin,252,browse_licenses,sadmin,CONFIRMED: permission_role INSERT
104,Employee,252,browse_licenses,employee,CONFIRMED: permission_role INSERT
106,owner,252,browse_licenses,owner,CONFIRMED: permission_role INSERT
1,sadmin,253,read_licenses,sadmin,CONFIRMED: permission_role INSERT
104,Employee,253,read_licenses,employee,CONFIRMED: permission_role INSERT
1,sadmin,254,edit_licenses,sadmin,CONFIRMED: permission_role INSERT
104,Employee,254,edit_licenses,employee,CONFIRMED: permission_role INSERT
106,owner,254,edit_licenses,owner,CONFIRMED: permission_role INSERT
1,sadmin,255,add_licenses,sadmin,CONFIRMED: permission_role INSERT
104,Employee,255,add_licenses,employee,CONFIRMED: permission_role INSERT
106,owner,255,add_licenses,owner,CONFIRMED: permission_role INSERT
1,sadmin,256,delete_licenses,sadmin,CONFIRMED: permission_role INSERT
104,Employee,256,delete_licenses,employee,CONFIRMED: permission_role INSERT
106,owner,256,delete_licenses,owner,CONFIRMED: permission_role INSERT
1,sadmin,267,browse_ticket_companies,sadmin,CONFIRMED: permission_role INSERT
106,owner,267,browse_ticket_companies,owner,CONFIRMED: permission_role INSERT
1,sadmin,268,read_ticket_companies,sadmin,CONFIRMED: permission_role INSERT
1,sadmin,269,edit_ticket_companies,sadmin,CONFIRMED: permission_role INSERT
106,owner,269,edit_ticket_companies,owner,CONFIRMED: permission_role INSERT
1,sadmin,270,add_ticket_companies,sadmin,CONFIRMED: permission_role INSERT
1,sadmin,271,delete_ticket_companies,sadmin,CONFIRMED: permission_role INSERT
1,sadmin,272,browse_ticket_invoices,sadmin,CONFIRMED: permission_role INSERT
106,owner,272,browse_ticket_invoices,owner,CONFIRMED: permission_role INSERT
1,sadmin,273,read_ticket_invoices,sadmin,CONFIRMED: permission_role INSERT
1,sadmin,274,edit_ticket_invoices,sadmin,CONFIRMED: permission_role INSERT
106,owner,274,edit_ticket_invoices,owner,CONFIRMED: permission_role INSERT
1,sadmin,275,add_ticket_invoices,sadmin,CONFIRMED: permission_role INSERT
106,owner,275,add_ticket_invoices,owner,CONFIRMED: permission_role INSERT
1,sadmin,276,delete_ticket_invoices,sadmin,CONFIRMED: permission_role INSERT
1,sadmin,277,browse_ticket_invoice_money_receipts,sadmin,CONFIRMED: permission_role INSERT
106,owner,277,browse_ticket_invoice_money_receipts,owner,CONFIRMED: permission_role INSERT
1,sadmin,278,read_ticket_invoice_money_receipts,sadmin,CONFIRMED: permission_role INSERT
106,owner,278,read_ticket_invoice_money_receipts,owner,CONFIRMED: permission_role INSERT
1,sadmin,279,edit_ticket_invoice_money_receipts,sadmin,CONFIRMED: permission_role INSERT
1,sadmin,280,add_ticket_invoice_money_receipts,sadmin,CONFIRMED: permission_role INSERT
106,owner,280,add_ticket_invoice_money_receipts,owner,CONFIRMED: permission_role INSERT
1,sadmin,281,delete_ticket_invoice_money_receipts,sadmin,CONFIRMED: permission_role INSERT
106,owner,281,delete_ticket_invoice_money_receipts,owner,CONFIRMED: permission_role INSERT
1,sadmin,282,browse_sub_agents,sadmin,CONFIRMED: permission_role INSERT
101,Agent,282,browse_sub_agents,agent,CONFIRMED: permission_role INSERT
106,owner,282,browse_sub_agents,owner,CONFIRMED: permission_role INSERT
1,sadmin,283,read_sub_agents,sadmin,CONFIRMED: permission_role INSERT
101,Agent,283,read_sub_agents,agent,CONFIRMED: permission_role INSERT
106,owner,283,read_sub_agents,owner,CONFIRMED: permission_role INSERT
1,sadmin,284,edit_sub_agents,sadmin,CONFIRMED: permission_role INSERT
101,Agent,284,edit_sub_agents,agent,CONFIRMED: permission_role INSERT
106,owner,284,edit_sub_agents,owner,CONFIRMED: permission_role INSERT
1,sadmin,285,add_sub_agents,sadmin,CONFIRMED: permission_role INSERT
101,Agent,285,add_sub_agents,agent,CONFIRMED: permission_role INSERT
106,owner,285,add_sub_agents,owner,CONFIRMED: permission_role INSERT
1,sadmin,286,delete_sub_agents,sadmin,CONFIRMED: permission_role INSERT
1,sadmin,287,browse_sub_agent_payment_requests,sadmin,CONFIRMED: permission_role INSERT
101,Agent,287,browse_sub_agent_payment_requests,agent,CONFIRMED: permission_role INSERT
1,sadmin,288,read_sub_agent_payment_requests,sadmin,CONFIRMED: permission_role INSERT
1,sadmin,289,edit_sub_agent_payment_requests,sadmin,CONFIRMED: permission_role INSERT
1,sadmin,290,add_sub_agent_payment_requests,sadmin,CONFIRMED: permission_role INSERT
101,Agent,290,add_sub_agent_payment_requests,agent,CONFIRMED: permission_role INSERT
1,sadmin,291,delete_sub_agent_payment_requests,sadmin,CONFIRMED: permission_role INSERT
