table,kind,path,line
notification_class_groups,MODEL,src/app/Models/NotificationClassGroup.php,8
notifications,HELPER,src/app/Helpers/CommonClass.php,18
notifications,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerAjaxController.php,9
notifications,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php,9
notifications,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerCandidatesController.php,10
notifications,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerExamController.php,7
notifications,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerExamResultController.php,9
notifications,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php,16
notifications,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php,8
notifications,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php,9
notifications,CONTROLLER,src/app/Http/Controllers/Auth/ForgotPasswordController.php,16
notifications,MODEL,src/app/Models/Notification.php,10
notifications,MODEL,src/app/Models/User.php,10
notifications,OTHER,src/bootstrap/cache/services.php,16
notifications,OTHER,src/config/app.php,11
notifications,OTHER,src/resources/views/about.blade.php,125
notifications,OTHER,src/resources/views/dashboard.blade.php,292
notifications,OTHER,src/resources/views/layout.blade.php,285
notifications,OTHER,src/resources/views/welcome.blade.php,274
notifications,OTHER,src/resources/views/email/notification.blade.php,9
notifications,ROUTE,src/routes/admin.php,47
pages,OTHER,src/default.php,4
pages,CONTROLLER,src/app/Http/Controllers/Admin/AuthenticationController.php,81
pages,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerAgencyController.php,25
pages,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerArcController.php,25
pages,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerCandidatesController.php,34
pages,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerCompanyController.php,25
pages,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerDatabaseController.php,48
pages,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerFlightScheduleController.php,25
pages,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerLabourContractController.php,25
pages,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerManpowerController.php,25
pages,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerMedicalMinistryController.php,25
pages,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerPoliceClearanceController.php,25
pages,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,25
pages,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerSubAgentController.php,30
pages,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerVisaImmigrationController.php,25
pages,OTHER,src/config/app.php,38
pages,OTHER,src/database/migrations/2016_01_01_000000_create_pages_table.php,5
pages,OTHER,src/database/seeders/PagesTableSeeder.php,10
pages,OTHER,src/database/seeders/TranslationsTableSeeder.php,9
pages,OTHER,src/resources/views/about.blade.php,78
pages,OTHER,src/resources/views/agent-registration.blade.php,18
pages,OTHER,src/resources/views/blank.blade.php,3
pages,OTHER,src/resources/views/candidate-details.blade.php,335
pages,OTHER,src/resources/views/candidates.blade.php,20
pages,OTHER,src/resources/views/contact.blade.php,20
pages,OTHER,src/resources/views/dashboard.blade.php,58
pages,OTHER,src/resources/views/down.blade.php,81
pages,OTHER,src/resources/views/employers.blade.php,20
pages,OTHER,src/resources/views/faq.blade.php,20
pages,OTHER,src/resources/views/login.blade.php,18
pages,OTHER,src/resources/views/registration.blade.php,12
pages,OTHER,src/resources/views/welcome.blade.php,227
password_resets,OTHER,src/config/auth.php,98
password_resets,OTHER,src/config/voyager.php,86
password_resets,OTHER,src/database/migrations/2014_10_12_100000_create_password_resets_table.php,16
payment_requests,HELPER,src/app/Helpers/CommonClass.php,19
payment_requests,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerAjaxController.php,11
payment_requests,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php,8
payment_requests,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php,18
payment_requests,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php,7
payment_requests,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php,8
payment_requests,MODEL,src/app/Models/PaymentRequest.php,8
payment_requests,ROUTE,src/routes/admin.php,82
payments,OTHER,src/app/Actions/AgentPaymentAction.php,11
payments,OTHER,src/app/Actions/CustomerPaymentAction.php,11
payments,OTHER,src/app/Actions/InvoicePrintAction.php,36
payments,OTHER,src/app/Actions/PaymentApprovalAction.php,32
payments,OTHER,src/app/Actions/SupplierPaymentAction.php,11
payments,OTHER,src/app/Actions/TeacherPaymentAction.php,11
payments,OTHER,src/app/Actions/TicketInvoicePrintAction.php,36
payments,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerAjaxController.php,10
payments,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerDatabaseController.php,79
payments,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php,17
payments,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerPaymentController.php,8
payments,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php,91
payments,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,7
payments,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php,93
payments,MODEL,src/app/Models/Agent.php,12
payments,MODEL,src/app/Models/Employee.php,13
payments,MODEL,src/app/Models/Employer.php,13
payments,MODEL,src/app/Models/Payment.php,11
payments,MODEL,src/app/Models/SubAgent.php,12
payments,MODEL,src/app/Models/Teacher.php,13
payments,OTHER,src/resources/views/email/payment_status.blade.php,113
payments,ROUTE,src/routes/admin.php,49
payments,REPORT_CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,394
payments,REPORT_VIEW,src/resources/views/vendor/voyager/reports/print/agent-ledger.blade.php,1
payments,REPORT_CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,573
payments,REPORT_VIEW,src/resources/views/vendor/voyager/reports/print/flight-schedule.blade.php,1
permission_role,OTHER,src/config/voyager.php,86
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerAgencierController.php,29
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerAgencyController.php,31
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerAgentController.php,30
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerAnnouncementsController.php,30
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerArcController.php,31
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php,27
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerCandidatesController.php,40
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerCompanierController.php,29
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerCompanyController.php,31
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerEmployeeController.php,29
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerEmployerController.php,29
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerExamController.php,23
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerExamResultController.php,56
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerFlightScheduleController.php,31
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerInvoiceController.php,42
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerInvoiceMoneyReceiptController.php,68
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerLabourContractController.php,31
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerLicenseController.php,24
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerManpowerController.php,31
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerMedicalMinistryController.php,31
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php,215
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerNotificationsController.php,32
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php,26
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerPoliceClearanceController.php,31
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerProfileController.php,63
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,31
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerSubAgentController.php,36
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php,28
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerTeacherController.php,29
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php,28
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerTicketInvoiceMoneyReceiptController.php,68
permissions,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerVisaImmigrationController.php,31
permissions,MODEL,src/app/Models/Role.php,27
permissions,OTHER,src/config/voyager.php,188
permissions,OTHER,src/database/seeders/CategoriesTableSeeder.php,11
permissions,OTHER,src/database/seeders/PagesTableSeeder.php,11
permissions,OTHER,src/database/seeders/PermissionRoleTableSeeder.php,6
permissions,OTHER,src/database/seeders/PermissionsTableSeeder.php,6
permissions,OTHER,src/database/seeders/PostsTableSeeder.php,10
police_clearances,HELPER,src/app/Helpers/CommonClass.php,20
police_clearances,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,752
police_clearances,MODEL,src/app/Models/PoliceClearance.php,8
police_clearances,REPORT_CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,749
police_clearances,REPORT_VIEW,src/resources/views/vendor/voyager/reports/print/police-clearance-report.blade.php,1
positions,HELPER,src/app/Helpers/CodeMinify.php,110
positions,HELPER,src/app/Helpers/CommonClass.php,259
positions,MODEL,src/app/Models/Candidate.php,36
positions,MODEL,src/app/Models/LicensePosition.php,10
positions,MODEL,src/app/Models/Position.php,8
positions,OTHER,src/app/Widgets/AgentCandidateSummary.php,24
positions,OTHER,src/app/Widgets/GroupChangeDate.php,24
positions,OTHER,src/app/Widgets/SelectedCandidateSlider.php,27
positions,OTHER,src/app/Widgets/SelectedCandidateSummary.php,16
positions,OTHER,src/app/Widgets/TableDim.php,16
positions,OTHER,src/config/voyager.php,251
positions,OTHER,src/resources/views/candidate-details.blade.php,48
positions,OTHER,src/resources/views/candidates.blade.php,68
positions,OTHER,src/resources/views/faq.blade.php,57
positions,OTHER,src/resources/views/home.blade.php,20
positions,OTHER,src/resources/views/home1.blade.php,14
positions,OTHER,src/resources/views/welcome.blade.php,334
positions,REPORT_CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,459
positions,REPORT_VIEW,src/resources/views/vendor/voyager/reports/print/selected-candidate-report.blade.php,1
positions,REPORT_CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,516
positions,REPORT_VIEW,src/resources/views/vendor/voyager/reports/print/employer-report.blade.php,1
positions,REPORT_CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,706
positions,REPORT_VIEW,src/resources/views/vendor/voyager/reports/print/candidate-resume-report.blade.php,1
positions,REPORT_CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,716
positions,REPORT_VIEW,src/resources/views/vendor/voyager/reports/print/candidate-list-report.blade.php,1
posts,OTHER,src/composer.json,57
posts,OTHER,src/app/Actions/AttributeValueAction.php,34
posts,CONTROLLER,src/app/Http/Controllers/PageController.php,20
posts,CONTROLLER,src/app/Http/Controllers/Admin/AuthenticationController.php,21
posts,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerAgencyController.php,25
posts,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerAjaxController.php,67
posts,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerArcController.php,25
posts,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerCandidatesController.php,34
posts,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerCompanyController.php,25
posts,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerDatabaseController.php,54
posts,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerFlightScheduleController.php,25
posts,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerInvoiceController.php,16
posts,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerLabourContractController.php,25
posts,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerLicenseController.php,15
posts,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerManpowerController.php,25
posts,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerMedicalMinistryController.php,25
posts,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerPoliceClearanceController.php,25
posts,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,25
posts,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerSubAgentController.php,30
posts,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php,21
posts,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerVisaImmigrationController.php,25
posts,OTHER,src/database/migrations/2016_01_01_000000_create_posts_table.php,16
posts,OTHER,src/database/migrations/2017_04_11_000000_alter_post_nullable_fields_table.php,19
posts,OTHER,src/database/seeders/PostsTableSeeder.php,11
posts,OTHER,src/database/seeders/TranslationsTableSeeder.php,59
posts,OTHER,src/resources/views/candidate-details.blade.php,907
posts,OTHER,src/resources/views/candidates.blade.php,440
posts,OTHER,src/resources/views/contact.blade.php,89
posts,OTHER,src/resources/views/home.blade.php,54
posts,OTHER,src/resources/views/home1.blade.php,134
posts,OTHER,src/resources/views/layout.blade.php,161
posts,OTHER,src/resources/views/welcome.blade.php,95
posts,OTHER,src/resources/views/livewire/login.blade.php,19
posts,ROUTE,src/routes/admin.php,18
posts,ROUTE,src/routes/web.php,43
reports,OTHER,src/app/Actions/InvoiceMoneyReceiptAction.php,53
reports,OTHER,src/app/Actions/InvoicePrintAction.php,35
reports,OTHER,src/app/Actions/TicketInvoiceMoneyReceiptAction.php,53
reports,OTHER,src/app/Actions/TicketInvoicePrintAction.php,35
reports,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerInvoiceController.php,161
reports,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerInvoiceMoneyReceiptController.php,24
reports,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,195
reports,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php,193
reports,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerTicketInvoiceMoneyReceiptController.php,24
reports,MODEL,src/app/Models/Report.php,8
reports,ROUTE,src/routes/admin.php,17
roles,HELPER,src/app/Helpers/CommonClass.php,218
roles,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerAgencierController.php,7
roles,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php,221
roles,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerCandidatesController.php,501
roles,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerCompanierController.php,7
roles,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerEmployeeController.php,7
roles,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerEmployerController.php,7
roles,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerInvoiceController.php,223
roles,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php,53
roles,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php,205
roles,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php,207
roles,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerTeacherController.php,7
roles,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php,254
roles,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerUserController.php,6
roles,MODEL,src/app/Models/Candidate.php,84
roles,MODEL,src/app/Models/Role.php,12
roles,OTHER,src/config/voyager.php,191
roles,OTHER,src/database/migrations/2016_01_01_000000_create_pages_table.php,16
roles,OTHER,src/database/migrations/2016_01_01_000000_create_posts_table.php,15
roles,OTHER,src/database/seeders/DataRowsTableSeeder.php,18
roles,OTHER,src/database/seeders/DataTypesTableSeeder.php,44
roles,OTHER,src/database/seeders/MenuItemsTableSeeder.php,70
roles,OTHER,src/database/seeders/PermissionRoleTableSeeder.php,7
roles,OTHER,src/database/seeders/PermissionsTableSeeder.php,32
roles,OTHER,src/database/seeders/RolesTableSeeder.php,6
roles,OTHER,src/database/seeders/TranslationsTableSeeder.php,79
roles,OTHER,src/database/seeders/UsersTableSeeder.php,7
roles,OTHER,src/resources/views/candidate-details.blade.php,98
roles,OTHER,src/resources/views/layout.blade.php,465
roles,OTHER,src/resources/views/welcome.blade.php,1962
roles,OTHER,src/resources/views/livewire/agent-registration.blade.php,4
selected_candidates,MODEL,src/app/Models/SelectedCandidate.php,8
selected_candidates,OTHER,src/app/Widgets/AgentCandidateSummary.php,25
selected_candidates,OTHER,src/app/Widgets/GroupChangeDate.php,25
selected_candidates,OTHER,src/app/Widgets/SelectedCandidateSlider.php,17
selected_candidates,OTHER,src/app/Widgets/SelectedCandidateSummary.php,25
selected_candidates,OTHER,src/app/Widgets/TableDim.php,25
settings,OTHER,src/config/auth.php,87
settings,OTHER,src/config/cors.php,10
settings,OTHER,src/config/mail.php,24
settings,OTHER,src/config/session.php,165
settings,OTHER,src/config/voyager.php,25
settings,OTHER,src/database/seeders/DataRowsTableSeeder.php,191
settings,OTHER,src/database/seeders/MenuItemsTableSeeder.php,165
settings,OTHER,src/database/seeders/PermissionsTableSeeder.php,36
settings,OTHER,src/database/seeders/SettingsTableSeeder.php,6
settings,OTHER,src/database/seeders/TranslationsTableSeeder.php,200
settings,OTHER,src/resources/views/candidate-details.blade.php,349
settings,OTHER,src/resources/views/candidates.blade.php,147
skill_list,CONTROLLER,src/app/Http/Controllers/PageController.php,16
skill_list,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php,21
skill_list,MODEL,src/app/Models/SkillList.php,8
skill_list,OTHER,src/resources/views/candidate-details.blade.php,540
skills,CONTROLLER,src/app/Http/Controllers/PageController.php,15
skills,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php,20
skills,MODEL,src/app/Models/Skill.php,8
skills,OTHER,src/resources/views/about.blade.php,290
skills,OTHER,src/resources/views/candidate-details.blade.php,504
skills,OTHER,src/resources/views/candidates.blade.php,211
skills,OTHER,src/resources/views/employers.blade.php,154
skills,OTHER,src/resources/views/faq.blade.php,44
skills,OTHER,src/resources/views/home.blade.php,73
skills,OTHER,src/resources/views/home1.blade.php,1198
skills,OTHER,src/resources/views/welcome.blade.php,1518
sub_agent_payment_requests,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerAjaxController.php,12
sub_agent_payment_requests,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php,19
sub_agent_payment_requests,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php,8
sub_agent_payment_requests,MODEL,src/app/Models/SubAgentPaymentRequest.php,8
sub_agents,HELPER,src/app/Helpers/CommonClass.php,7
sub_agents,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerAjaxController.php,13
sub_agents,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php,94
sub_agents,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerCandidatesController.php,11
sub_agents,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php,22
sub_agents,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php,98
sub_agents,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerSubAgentController.php,8
sub_agents,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php,7
sub_agents,MODEL,src/app/Models/Candidate.php,26
sub_agents,MODEL,src/app/Models/Payment.php,14
sub_agents,MODEL,src/app/Models/SubAgent.php,8
sub_agents,MODEL,src/app/Models/SubAgentPaymentRequest.php,13
teachers,OTHER,src/app/Actions/ClassScheduleAction.php,29
teachers,HELPER,src/app/Helpers/CommonClass.php,22
teachers,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php,23
teachers,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerPaymentController.php,9
teachers,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,624
teachers,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerTeacherController.php,35
teachers,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerUserController.php,60
teachers,MODEL,src/app/Models/ClassSchedule.php,19
teachers,MODEL,src/app/Models/Teacher.php,10
teachers,OTHER,src/app/Widgets/AgentBalance.php,47
teachers,OTHER,src/app/Widgets/AgentCandidateSummary.php,44
teachers,OTHER,src/app/Widgets/Announcement.php,47
teachers,OTHER,src/app/Widgets/GroupChangeDate.php,44
teachers,OTHER,src/app/Widgets/SelectedCandidateSummary.php,45
teachers,OTHER,src/app/Widgets/TableDim.php,44
teachers,OTHER,src/app/Widgets/TodaysCalss.php,16
teachers,OTHER,src/app/Widgets/UpcomingInterviewSchedule.php,16
teachers,OTHER,src/app/Widgets/UpcommingFlightSchedule.php,55
teachers,OTHER,src/resources/views/employers.blade.php,124
teachers,OTHER,src/resources/views/home1.blade.php,58
teachers,OTHER,src/resources/views/layout.blade.php,91
teachers,OTHER,src/resources/views/welcome.blade.php,62
teachers,ROUTE,src/routes/admin.php,25
teachers,REPORT_CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,621
teachers,REPORT_VIEW,src/resources/views/vendor/voyager/reports/print/teacher-schedule.blade.php,1
thanas,MODEL,src/app/Models/Thana.php,8
thanas,OTHER,src/database/seeders/ThanaSeeder.php,18
ticket_companies,MODEL,src/app/Models/TicketCompany.php,8
ticket_invoice_lines,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php,13
ticket_invoice_lines,MODEL,src/app/Models/TicketInvoice.php,25
ticket_invoice_lines,MODEL,src/app/Models/TicketInvoiceLine.php,8
ticket_invoice_money_receipts,OTHER,src/app/Actions/TicketInvoiceMoneyReceiptAction.php,5
ticket_invoice_money_receipts,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,860
ticket_invoice_money_receipts,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerTicketInvoiceMoneyReceiptController.php,6
ticket_invoice_money_receipts,MODEL,src/app/Models/TicketInvoiceMoneyReceipt.php,8
ticket_invoice_money_receipts,REPORT_CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,856
ticket_invoice_money_receipts,REPORT_VIEW,src/resources/views/vendor/voyager/reports/print/money-receipt-report.blade.php,1
ticket_invoices,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,830
ticket_invoices,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php,12
ticket_invoices,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerTicketInvoiceMoneyReceiptController.php,5
ticket_invoices,MODEL,src/app/Models/TicketInvoice.php,8
ticket_invoices,MODEL,src/app/Models/TicketInvoiceMoneyReceipt.php,12
ticket_invoices,REPORT_CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,827
ticket_invoices,REPORT_VIEW,src/resources/views/vendor/voyager/reports/print/tickets-report.blade.php,1
ticket_invoices,REPORT_CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,856
ticket_invoices,REPORT_VIEW,src/resources/views/vendor/voyager/reports/print/money-receipt-report.blade.php,1
trainings,CONTROLLER,src/app/Http/Controllers/PageController.php,17
trainings,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php,24
trainings,MODEL,src/app/Models/Training.php,8
trainings,OTHER,src/resources/views/about.blade.php,303
trainings,OTHER,src/resources/views/candidate-details.blade.php,609
translations,OTHER,src/bootstrap/cache/services.php,23
translations,OTHER,src/config/app.php,78
translations,OTHER,src/database/seeders/TranslationsTableSeeder.php,10
translations,OTHER,src/resources/views/employers.blade.php,126
translations,OTHER,src/resources/views/home1.blade.php,60
translations,OTHER,src/resources/views/welcome.blade.php,380
unions,MODEL,src/app/Models/Role.php,24
user_roles,MODEL,src/app/Models/Role.php,22
user_roles,OTHER,src/database/seeders/DataRowsTableSeeder.php,183
user_types,MODEL,src/app/Models/UserType.php,7
users,HELPER,src/app/Helpers/CommonClass.php,29
users,CONTROLLER,src/app/Http/Controllers/ApiController.php,7
users,CONTROLLER,src/app/Http/Controllers/PageController.php,18
users,CONTROLLER,src/app/Http/Controllers/Admin/AuthenticationController.php,24
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerAgencierController.php,16
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerAgencyController.php,61
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerAgentController.php,17
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerAjaxController.php,14
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerAnnouncementsController.php,19
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerArcController.php,61
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php,10
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerCandidatesController.php,22
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerCompanierController.php,16
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerCompanyController.php,61
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerDatabaseController.php,6
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerEmployeeController.php,16
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerEmployerController.php,16
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerExamController.php,62
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerExamResultController.php,92
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerFlightScheduleController.php,61
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerInvoiceMoneyReceiptController.php,117
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerLabourContractController.php,61
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerManpowerController.php,61
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerMedicalMinistryController.php,61
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php,40
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerNotificationsController.php,19
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerPaymentController.php,141
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php,9
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerPoliceClearanceController.php,61
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerProfileController.php,6
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerReportController.php,61
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerSubAgentController.php,20
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php,10
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerTeacherController.php,16
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerTicketInvoiceMoneyReceiptController.php,117
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerUserController.php,17
users,CONTROLLER,src/app/Http/Controllers/Admin/VoyagerVisaImmigrationController.php,61
users,CONTROLLER,src/app/Http/Controllers/Auth/ConfirmPasswordController.php,25
users,CONTROLLER,src/app/Http/Controllers/Auth/ForgotPasswordController.php,17
